Prompt,Assignment,EssayType,Writer,Grader,Issues,Evidence,Context,Position,Conclusions,Total,HasZero,Issues_zero,Evidence_zero,Context_zero,Position_zero,Conclusions_zero
p10,A3,tune,gemini,chatgpt,4.0,4.0,4.0,4.0,3.0,19.0,False,False,False,False,False,False
p10,A3,tune,gemini,claude,4.0,3.0,4.0,4.0,3.0,18.0,False,False,False,False,False,False
p10,A3,tune,gemini,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p10,A3,tune,grok,chatgpt,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p10,A3,tune,grok,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p10,A3,tune,grok,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,generate,chatgpt,claude,4.0,4.0,3.0,4.0,4.0,19.0,False,False,False,False,False,False
p11,A1,generate,chatgpt,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,generate,chatgpt,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,generate,claude,chatgpt,4.0,3.0,3.0,3.0,3.0,16.0,False,False,False,False,False,False
p11,A1,generate,claude,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,generate,claude,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,generate,gemini,chatgpt,3.0,3.0,2.0,3.0,3.0,14.0,False,False,False,False,False,False
p11,A1,generate,gemini,claude,4.0,4.0,3.0,4.0,4.0,19.0,False,False,False,False,False,False
p11,A1,generate,gemini,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,generate,grok,chatgpt,4.0,3.0,3.0,4.0,3.0,17.0,False,False,False,False,False,False
p11,A1,generate,grok,claude,4.0,4.0,3.0,4.0,4.0,19.0,False,False,False,False,False,False
p11,A1,generate,grok,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,tune,chatgpt,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,tune,chatgpt,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,tune,chatgpt,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,tune,claude,chatgpt,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,tune,claude,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,tune,claude,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,tune,gemini,chatgpt,4.0,3.0,4.0,4.0,4.0,19.0,False,False,False,False,False,False
p11,A1,tune,gemini,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,tune,gemini,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,tune,grok,chatgpt,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,tune,grok,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A1,tune,grok,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,generate,chatgpt,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,generate,chatgpt,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,generate,chatgpt,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,generate,claude,chatgpt,4.0,3.0,4.0,3.0,3.0,17.0,False,False,False,False,False,False
p11,A2,generate,claude,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,generate,claude,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,generate,gemini,chatgpt,4.0,3.0,3.0,3.0,3.0,16.0,False,False,False,False,False,False
p11,A2,generate,gemini,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,generate,gemini,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,generate,grok,chatgpt,4.0,4.0,3.0,3.0,4.0,18.0,False,False,False,False,False,False
p11,A2,generate,grok,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,generate,grok,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,tune,chatgpt,claude,4.0,3.0,4.0,4.0,4.0,19.0,False,False,False,False,False,False
p11,A2,tune,chatgpt,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,tune,chatgpt,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,tune,claude,chatgpt,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,tune,claude,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,tune,claude,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,tune,gemini,chatgpt,4.0,3.0,4.0,4.0,3.0,18.0,False,False,False,False,False,False
p11,A2,tune,gemini,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,tune,gemini,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,tune,grok,chatgpt,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,tune,grok,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A2,tune,grok,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,generate,chatgpt,claude,3.0,4.0,3.0,4.0,4.0,18.0,False,False,False,False,False,False
p11,A3,generate,chatgpt,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,generate,chatgpt,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,generate,claude,chatgpt,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,generate,claude,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,generate,claude,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,generate,gemini,chatgpt,4.0,3.0,3.0,3.0,3.0,16.0,False,False,False,False,False,False
p11,A3,generate,gemini,claude,3.0,3.0,2.0,3.0,3.0,14.0,False,False,False,False,False,False
p11,A3,generate,gemini,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,generate,grok,chatgpt,3.0,3.0,2.0,3.0,3.0,14.0,False,False,False,False,False,False
p11,A3,generate,grok,claude,2.0,2.0,2.0,2.0,2.0,10.0,False,False,False,False,False,False
p11,A3,generate,grok,gemini,4.0,3.0,4.0,4.0,4.0,19.0,False,False,False,False,False,False
p11,A3,tune,chatgpt,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,tune,chatgpt,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,tune,chatgpt,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,tune,claude,chatgpt,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,tune,claude,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,tune,claude,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,tune,gemini,chatgpt,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,tune,gemini,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,tune,gemini,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,tune,grok,chatgpt,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,tune,grok,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p11,A3,tune,grok,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,generate,chatgpt,claude,4.0,4.0,3.0,4.0,4.0,19.0,False,False,False,False,False,False
p12,A1,generate,chatgpt,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,generate,chatgpt,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,generate,claude,chatgpt,4.0,3.0,3.0,3.0,2.0,15.0,False,False,False,False,False,False
p12,A1,generate,claude,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,generate,claude,grok,4.0,4.0,4.0,4.0,3.0,19.0,False,False,False,False,False,False
p12,A1,generate,gemini,chatgpt,4.0,3.0,3.0,4.0,3.0,17.0,False,False,False,False,False,False
p12,A1,generate,gemini,claude,4.0,4.0,3.0,4.0,4.0,19.0,False,False,False,False,False,False
p12,A1,generate,gemini,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,generate,grok,chatgpt,4.0,3.0,3.0,3.0,3.0,16.0,False,False,False,False,False,False
p12,A1,generate,grok,claude,4.0,4.0,3.0,4.0,4.0,19.0,False,False,False,False,False,False
p12,A1,generate,grok,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,tune,chatgpt,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,tune,chatgpt,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,tune,chatgpt,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,tune,claude,chatgpt,4.0,4.0,4.0,4.0,3.0,19.0,False,False,False,False,False,False
p12,A1,tune,claude,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,tune,claude,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,tune,gemini,chatgpt,4.0,4.0,4.0,3.0,3.0,18.0,False,False,False,False,False,False
p12,A1,tune,gemini,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,tune,gemini,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,tune,grok,chatgpt,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,tune,grok,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A1,tune,grok,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,generate,chatgpt,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,generate,chatgpt,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,generate,chatgpt,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,generate,claude,chatgpt,4.0,3.0,4.0,3.0,3.0,17.0,False,False,False,False,False,False
p12,A2,generate,claude,gemini,4.0,4.0,4.0,4.0,3.0,19.0,False,False,False,False,False,False
p12,A2,generate,claude,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,generate,gemini,chatgpt,4.0,3.0,3.0,4.0,3.0,17.0,False,False,False,False,False,False
p12,A2,generate,gemini,claude,4.0,4.0,4.0,4.0,3.0,19.0,False,False,False,False,False,False
p12,A2,generate,gemini,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,generate,grok,chatgpt,4.0,3.0,3.0,3.0,3.0,16.0,False,False,False,False,False,False
p12,A2,generate,grok,claude,4.0,4.0,3.0,4.0,3.0,18.0,False,False,False,False,False,False
p12,A2,generate,grok,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,tune,chatgpt,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,tune,chatgpt,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,tune,chatgpt,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,tune,claude,chatgpt,4.0,3.0,4.0,3.0,2.0,16.0,False,False,False,False,False,False
p12,A2,tune,claude,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,tune,claude,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,tune,gemini,chatgpt,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,tune,gemini,claude,4.0,4.0,4.0,4.0,3.0,19.0,False,False,False,False,False,False
p12,A2,tune,gemini,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,tune,grok,chatgpt,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A2,tune,grok,claude,4.0,4.0,4.0,4.0,3.0,19.0,False,False,False,False,False,False
p12,A2,tune,grok,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A3,generate,chatgpt,claude,4.0,4.0,3.0,4.0,4.0,19.0,False,False,False,False,False,False
p12,A3,generate,chatgpt,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A3,generate,chatgpt,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A3,generate,claude,chatgpt,4.0,3.0,3.0,3.0,2.0,15.0,False,False,False,False,False,False
p12,A3,generate,claude,gemini,4.0,3.0,3.0,4.0,3.0,17.0,False,False,False,False,False,False
p12,A3,generate,claude,grok,4.0,4.0,4.0,4.0,3.0,19.0,False,False,False,False,False,False
p12,A3,generate,gemini,chatgpt,4.0,3.0,3.0,3.0,3.0,16.0,False,False,False,False,False,False
p12,A3,generate,gemini,claude,4.0,3.0,3.0,4.0,3.0,17.0,False,False,False,False,False,False
p12,A3,generate,gemini,grok,4.0,4.0,3.0,4.0,4.0,19.0,False,False,False,False,False,False
p12,A3,generate,grok,chatgpt,4.0,3.0,3.0,3.0,3.0,16.0,False,False,False,False,False,False
p12,A3,generate,grok,claude,4.0,4.0,3.0,3.0,3.0,17.0,False,False,False,False,False,False
p12,A3,generate,grok,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A3,tune,chatgpt,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A3,tune,chatgpt,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A3,tune,chatgpt,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A3,tune,claude,chatgpt,4.0,4.0,3.0,3.0,3.0,17.0,False,False,False,False,False,False
p12,A3,tune,claude,gemini,4.0,4.0,4.0,4.0,0.0,16.0,True,False,False,False,False,True
p12,A3,tune,claude,grok,4.0,4.0,4.0,3.0,3.0,18.0,False,False,False,False,False,False
p12,A3,tune,gemini,chatgpt,4.0,3.0,4.0,4.0,3.0,18.0,False,False,False,False,False,False
p12,A3,tune,gemini,claude,4.0,3.0,4.0,4.0,3.0,18.0,False,False,False,False,False,False
p12,A3,tune,gemini,grok,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A3,tune,grok,chatgpt,4.0,4.0,4.0,4.0,3.0,19.0,False,False,False,False,False,False
p12,A3,tune,grok,claude,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
p12,A3,tune,grok,gemini,4.0,4.0,4.0,4.0,4.0,20.0,False,False,False,False,False,False
